asn,name,cc,cone,verdict,apnic_score,dirty_feeds,total_feeds,atlas_result,apnic_stdev,apnic_min90,apnic_max90,regression
274764,E O DE LUCENA JUNIOR,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274763,NOREN TECNOLOGIA LTDA,BR,0,STUB: VULNERABLE,-1.0,3,3,,-1.0,-1.0,-1.0,False
274762,MOBILELINK PROVEDOR DE SERVICOS DE INTERNET LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274761,ADELMO FELICIANO DA COSTA FERNANDES ME,BR,0,STUB: PASSIVE (Clean Pipe),0.0,0,1,,-1.0,-1.0,-1.0,False
274760,Sepetiba Net,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274797,Net Mania,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274796,ONENET TELECOMUNICACOES LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274795,Verteron Datacenter LTDA,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
274794,Hiper Telecom,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274792,Goias MP Procuradoria Geral de Justiça,BR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
274791,FIBER POINT SERVICOS DE COMUNICACOES MULTIMIDIA LT,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274790,LEGACY TELECOM LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274789,Movih / LUSOTEC NET LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274788,J R NET LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274787,M�xima Telecom,BR,0,STUB: VULNERABLE,0.0,1,1,,-1.0,-1.0,-1.0,False
274786,TF TELECOM LTDA,BR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
274782,CYBER NET TELECOM LTDA,BR,0,STUB: PASSIVE (Clean Pipe),0.32,0,1,,-1.0,-1.0,-1.0,False
274781,BARRA CONNECT PROVEDOR DE INTERNET E COMERCIO LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274780,Worknet Telecom Ltda,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274779,RAPIX TELECOM LTDA,BR,0,STUB: VULNERABLE,0.0,1,1,,-1.0,-1.0,-1.0,False
274778,ZENLAYER TECNOLOGIAS LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274817,Oficial 7 internet eireli,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274816,CONECTA NET LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274815,AHA DE SOUSA SERVICO DE INTERNET,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
274814,W. C. ARAUJO,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274813,Santos & soares,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274812,JM FIBRA COMUNICACAO MULTIMIDIA LTDA,BR,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
274809,FLC Pomin,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274808,G5 FIBRA LTDA,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
274807,ROCKET TECNOLOGIA LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274806,DEXNET PROVEDOR DE INTERNET LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274805,Cybercorp Soluções,BR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
274804,WIGOLD LTDA,BR,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
274803,CONECTAR BRASIL LTDA,BR,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
274802,SUPERNET LINE SERVICO DE COMUNICACOES LTDA,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
274799,AVGNET TELECOM LTDA,BR,0,STUB: VULNERABLE,0.0,1,2,,-1.0,-1.0,-1.0,False
274798,1 CLICK TELECOM LTDA,BR,0,STUB: VULNERABLE,0.0,3,4,,-1.0,-1.0,-1.0,False
274833,TELMIG TELECOM LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274832,Unidos Net provedor LTDA,BR,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
274831,Hope Telecom LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274830,WECONNECTTECH LTDA,BR,0,STUB: VULNERABLE,-1.0,3,5,,-1.0,-1.0,-1.0,False
274829,ACM NETWORKS,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
274828,Evandro Oliveira Fonseca ME,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274827,Akahosting do Brasil,BR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
274826,EASY NET TELECOM LTDA ME,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274825,LAINER TELECOMUNICAÇÕES LTDA,BR,0,STUB: PASSIVE (Clean Pipe),0.0,0,2,,-1.0,-1.0,-1.0,False
274824,STI - SERVICOS DE TECNOLOGIA INTERNET LTDA,BR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
274823,Alphanet Telecom,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
274822,ECONET SERVICOS DE TELECOMUNICACOES LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274821,J GOMES DA SILVA,BR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
274820,I CEZAR OLIVEIRA FECHINE,BR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
274819,Guapnet Servicos em Telecomunicacoes Ltd,BR,0,STUB: UNRELIABLE,-1.0,2,2,,25.6,0.0,83.8,False
274818,CONEXAO MAIS EMPRESA DE TELECOMUNICAÇÕES LTDA,BR,0,STUB: VULNERABLE,0.0,3,3,,-1.0,-1.0,-1.0,False
274861,Jhonet Solution S.R.L,DO,0,STUB: VULNERABLE,-1.0,1,1,,1.4,94.7,100.0,False
274857,TORRES MEJIA DAVID ALEJANDRO (Mayans Networks),HN,0,STUB: VULNERABLE,0.0,1,2,,-1.0,-1.0,-1.0,False
274856,ONETEL ONE TELECOM S.A.,EC,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
274855,SEDAPAR S.A.,PE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274851,COOPERATIVA DE ELECTRICIDAD VIVIENDAS Y ANEXOS DE LA CESIRA LTDA,AR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
274850,ALVAREZ MILCIADE,AR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
274849,"GLOBALNET S&P, C.A.",VE,0,STUB: PASSIVE (Clean Pipe),80.39,0,1,,-1.0,-1.0,-1.0,False
274844,INNOVA PROVEDOR DE INTERNET LTDA,BR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
274843,TURBONET TELECOM PRODUTOS E SERVICOS INFORMATICA,BR,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
274842,MonteNet Telecomunicações,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
274841,INFOSMART TELECOM,BR,0,REGRESSED,0.0,1,2,,21.7,0.0,100.0,True
274840,A. S. DANTAS,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274839,Baba Net / A SANTOS,BR,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
274838,GCN SOLU��ES DE TECNOLOGIA E CLOUD HOSTING,BR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
274837,BoltNet Brasil,BR,0,STUB: VULNERABLE,0.98,1,1,,-1.0,-1.0,-1.0,False
274834,V10 NET,BR,0,STUB: VULNERABLE,0.46,3,3,,-1.0,-1.0,-1.0,False
274889,WILCOMP SAS,CO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274888,RASER TELECOMUNICACIONES SAS,CO,0,STUB: VULNERABLE,0.0,1,1,,-1.0,-1.0,-1.0,False
274887,SERVIDATOSKS S.A.,EC,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
274886,MAXICABLE PARIAGUAN TV C.A.,VE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274882,APINET SAS,CO,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
274880,ASOCIACION COMUNITARIA VAHOS TELECOMUNICACIONES DE GRANADA,CO,0,STUB: VULNERABLE,0.0,2,2,,-1.0,-1.0,-1.0,False
274879,DYNAMIC NETWORKS SOLUTIONS SAS ZOMAC,CO,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
274877,PARMO NETWORK,CR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
274875,Inet SRL,DO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274874,"LITHIUM TELECOM, C.A",VE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274872,COVATEL S.A.C.,PE,0,STUB: VULNERABLE,-1.0,1,1,,11.5,68.9,100.0,False
274869,IO CUANTICA SOCIEDAD ANÓNIMA CERRADA,PE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
274868,COLAVITA NESTOR RODOLFO (SINTEL NET),AR,0,STUB: FORTUITOUS ROV,100.0,0,1,,0.0,100.0,100.0,False
274867,GRUPO CONECTA TELECOMUNICACIONES S.A.C.,PE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274866,"BANCO AGROMERCANTIL DE GUATEMALA, SOCIEDAD ANONIMA",GT,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
274865,"ALLIANCE TELECOMS GROUP, S.A.",PA,0,STUB: VULNERABLE,0.0,2,2,,-1.0,-1.0,-1.0,False
274918,RELIED S.A.S.,AR,0,STUB: FORTUITOUS ROV,100.0,0,1,,0.8,97.1,100.0,False
274916,"HIESOFT, S.R.L.",DO,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
274913,"HCTERCOM DOMINICANA, SRL",DO,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
274912,MEGACABLE NETWORK SAC,PE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274911,FIBERTV,PE,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
274910,"INTRASAT, S.A.",VE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
274909,Unknown,PY,0,REGRESSED,0.0,2,2,,21.0,0.0,75.0,True
274904,Unknown,AR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
274903,RIOS VISION NETSURF RIOSANET S.A.,EC,0,STUB: VULNERABLE,0.59,1,2,,-1.0,-1.0,-1.0,False
274900,CHAROFNET SRL,DO,0,STUB: VULNERABLE,0.0,1,1,,-1.0,-1.0,-1.0,False
274898,Unknown,AR,0,STUB: FORTUITOUS ROV,100.0,0,1,,1.3,93.7,100.0,False
274897,NOVAXENTRAL S.A.S.,EC,0,STUB: VULNERABLE,0.0,1,1,,-1.0,-1.0,-1.0,False
274894,TV GAITAN TELECOMUNICACIONES SAS,CO,0,STUB: VULNERABLE,0.0,1,1,,0.0,0.0,0.0,False
274892,NETOOLS C.A.,VE,0,REGRESSED,60.19,0,1,,7.0,60.2,99.7,True
274891,Unknown,CO,0,STUB: UNRELIABLE,80.53,1,3,,40.6,0.0,99.0,False
274890,EQUISUIZA SEGUROS S.A.,EC,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
274946,"WELLNET, S.R.L.",DO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274945,MAX TV S A S,CO,0,STUB: VULNERABLE,1.16,1,1,,-1.0,-1.0,-1.0,False
274943,TELKOM IOT SAS,CO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274941,SERTELCON SAS,CO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274940,WIRCOM COLOMBIA SAS,CO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274939,PETERS FABIANO (WI-FI TURBO-AR),AR,0,REGRESSED,0.0,0,0,,34.1,0.0,100.0,True
274935,FLYNET SRL,AR,0,STUB: VULNERABLE,0.0,1,1,,-1.0,-1.0,-1.0,False
274934,"EMPRESA DE SOPORTE, MANTENIMIENTO E INSTALACION EN TELECOMUNICACIONES SAS ZOMAC (ESMITEL SAS)",CO,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
274933,WASY TECHNOLOGY S.A.C.,PE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274932,MEGASTEC S.A,EC,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274931,QOCTA LINK SRL,DO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274930,AXICABLE COMPAÑIA ANONIMA (AXI),VE,0,STUB: UNRELIABLE,86.08,1,1,,40.9,0.0,98.6,False
274928,CEXTEL SAS,EC,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274927,EFNET S.A.S,CO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274926,DEPARTAMENTO DE LA GUAJIRA,CO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274921,ARMOA BLANCA NOELIA,AR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,0.9,97.0,100.0,False
274973,"MULTICABLE REGIONAL 2707, C.A",VE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274970,SINTEL WISP S.A.S,CO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274969,IBARROULE GILBERTO ALEJANDRO (VIENTOS PATAGONICOS),AR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
274968,NIETO TRELLES DILSON JHONATHAN,EC,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274967,FLORES BONILLA VICTOR HUGO,EC,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
274965,REDES DE COLOMBIA S.A.S.,CO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274964,"COMPAÑIA INTERNACIONAL TECNOLOGICA, COITNET, E.I.R.L.",DO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274963,LINKMAX SAS,CO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274962,MORILLO GLOBAL COMPANY S.A.C.,PE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274961,FIBERNET ISP ZOMAC SAS BIC,CO,0,STUB: VULNERABLE,0.0,1,1,,-1.0,-1.0,-1.0,False
274960,"ALTANET TELECOM, C.A",VE,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
274956,"RENACER TELECOM.NET, C.A",VE,0,STUB: UNRELIABLE,95.59,2,2,,29.0,8.8,100.0,False
274952,CMD INTERNET E.A.S.,PY,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274951,CASTNET S.A,EC,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274949,AORUS TELECOM S.A.C,PE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274947,CABLE NET UNIVERSAT S.A.S,CO,0,STUB: VULNERABLE,1.56,1,1,,-1.0,-1.0,-1.0,False
275021,COSMOS TELECOMUNICACIONES SAS,CO,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
275019,NASANET AC SAS,CO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275009,ASURIK TELECOM SPA,CL,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275004,"WAI NET WORK, C.A",VE,0,STUB: VULNERABLE,0.0,1,1,,-1.0,-1.0,-1.0,False
275002,REDES Y COMUNICACIONES R&C SAS,CO,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
274999,"ELECTROCOMPU NET, C.A",VE,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
274998,MALUGA TELECOM SOCIEDAD ANONIMA,PY,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274995,TGN PARAGUAY E.A.S.,PY,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
274988,"METATRON NET, C.A.",VE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274983,INGENIERIA E INFRAESTRUCTURA DE COLOMBIA S.A.S.,CO,0,STUB: VULNERABLE,-1.0,2,3,,-1.0,-1.0,-1.0,False
274982,COMUNET.MAX S.A.S.,CO,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
274981,GUZMAN GUZMAN LENIN MARCELO,EC,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274979,PROYECTOR DE COMUNICACION RD EDISAMO SRL,DO,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
274978,NETTEL SOLUTION SRL,DO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
274976,WABEX S.R.L.,PE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
274974,QVANET SYSTEMS C.A,VE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
275626,BOLHANET TELECOMUNICAÇÕES,BR,0,STUB: VULNERABLE,-1.0,2,3,,-1.0,-1.0,-1.0,False
275625,A M GUERREIRO COMERCIO E SERVICOS DE C M SCM LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275623,E P DE ARAUJO LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275622,Tecnomarra Soluções em Segurança Ltda,BR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
275621,CARBON SERVI�OS DE INTERNET LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275620,COOPERATIVA CENTRAL DE CREDITO URBANO - AILOS,BR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
275619,Apoio Digital Ti,BR,0,REGRESSED,0.0,1,1,,18.8,0.0,67.0,True
275618,VIVIT TELECOMUNICA��ES LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275617,Conecta RS Solu��es em TI LTDA,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
275616,FB TELECOMUNICACOES LTDA,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
275615,R de Abreu Machado,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
275614,ALTA - América Latina Telecomunicações Avançadas,BR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
275296,SPEEDYFAST TELECOMUNICA��ES LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275047,WIMAX SERVICIOS INFORMATICOS LIMITADA,CL,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275026,SAMBORONDON TELECOMUNICACIONES SAMBTEL S.A.S.,EC,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275025,"DDR CONNECTIONS, S.R.L.",DO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275642,Neo Provedor Ltda,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275641,EDGE TELECOM LTDA,BR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,1.3,0.0,3.3,False
275640,Headers Consultoria,BR,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
275639,RAFAEL DOS SANTOS PRATES EIRELI,BR,0,STUB: VULNERABLE,0.0,1,1,,-1.0,-1.0,-1.0,False
275638,FORTI LINK EIRELI,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
275637,Nova Solução Telecomunicações e informática ltda,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275636,Millennium Eletronica Ltda,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275635,Asn Tecnologia,BR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
275634,SPEED MULTIMIDIA E PROVIMENTO,BR,0,STUB: VULNERABLE,0.0,2,2,,-1.0,-1.0,-1.0,False
275633,AAF INTERNET EIRELI,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275632,UPCONNECT INTERNET LTDA,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
275631,CONEXAO ZN LTDA,BR,0,STUB: VULNERABLE,0.0,1,1,,-1.0,-1.0,-1.0,False
275630,Unknown,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275629,STARNET TELECOM E INFORMÁTICA EIRELI,BR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,0.5,97.5,100.0,False
275628,MEGANET TELECOMUNICACOES LTDA,BR,0,STUB: PASSIVE (Clean Pipe),88.89,0,1,,-1.0,-1.0,-1.0,False
275627,Jemf Redes de Telecomunicacoes e Informatica LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275661,VIPFIBRA TELECOM,BR,0,STUB: VULNERABLE,0.0,3,3,,-1.0,-1.0,-1.0,False
275660,Escorpion Internet LTDA,BR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
275658,CONECT CANASTRA LTDA,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
275656,CONNECT LINE SERVICOS DE PROVEDOR DE INT,BR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
275655,VIANET TELECOM LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275654,Macedo Servi�os de Telecomunica��es Ltda,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275653,YOUFIBER TELECOMUNICACAO LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275652,SPIDER NET SERVIÇOS DE INFORMATICA EIRELI,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
275651,A DE CASTRO FERREIRA LTDA,BR,0,STUB: VULNERABLE,0.0,1,1,,-1.0,-1.0,-1.0,False
275650,DEDICADA AM TELECOMUNICACOES E MULTIMIDIA LTDA,BR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
275648,EPM TELECOMUNICACOES LTDA,BR,0,STUB: VULNERABLE,-1.0,3,3,,-1.0,-1.0,-1.0,False
275647,CASTILHOS PROVEDOR DE INTERNET LTDA,BR,0,STUB: VULNERABLE,0.0,2,2,,-1.0,-1.0,-1.0,False
275646,ONIX FIBRA INTERNET LTDA,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
275645,CONCE PROJETOS TELECOM LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275644,Flame Host - Brasil LTDA,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
275643,AGILNET TELECOM LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275683,A2NET TELECOM,BR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
275682,VONO TELECOM LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275681,NewLink Telecom LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275680,COG INTERNET E SEGURANÇA ELETRONICA LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275679,EMERSON DA S CAMPOS PROVEDOR DE INTERNET,BR,0,REGRESSED,0.0,1,1,,24.2,0.0,76.9,True
275678,Hard Tech Telecomunicacoes LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275677,Optic Net Telecomunicações LTDA,BR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
275676,itaconnect provedor e comercio ltda,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275675,MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275674,A S GOMES TELECOM LTDA,BR,0,REGRESSED,5.63,1,2,,9.6,0.0,41.2,True
275671,OURONET LTDA,BR,0,STUB: VULNERABLE,0.0,1,3,,-1.0,-1.0,-1.0,False
275670,ASSOCIACAO EDUCACIONAL DOM BOSCO,BR,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
275669,OLIVEIRA E NOBRE SERV. DE PROV. DE INTERNET LTDA,BR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
275668,Evolve Internet LTDA,BR,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
275664,EDUARDO BEZERRA DA SILVA SERVIÇOS DE INFORMATICA,BR,0,STUB: VULNERABLE,0.0,1,1,,-1.0,-1.0,-1.0,False
