asn,name,cc,rir,cone,verdict,has_real_aspa,declared_providers,inferred_upstreams,jaccard_overlap
146399,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146400,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146401,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146402,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146404,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146405,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146406,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146407,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146408,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146409,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146410,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146411,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146412,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146413,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146414,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146415,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146416,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146417,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146418,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146419,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146420,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146421,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146422,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146423,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146424,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146425,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146426,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146434,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146435,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146427,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146428,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146429,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146430,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146431,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146432,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146433,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146436,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146437,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146438,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146446,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146439,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146448,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146440,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146450,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146451,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146443,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146444,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146445,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146447,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146449,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146452,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146453,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146459,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146454,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146455,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146462,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146456,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146457,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146458,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146466,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146467,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146460,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146461,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146463,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146464,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146465,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146468,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146469,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146475,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146470,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146471,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146478,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146479,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146480,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146481,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146482,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146483,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146476,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146477,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146484,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146485,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146486,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146489,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146487,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146488,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146492,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146490,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146491,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146493,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146494,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146495,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146498,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146499,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146496,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146497,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146500,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146501,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
133325,Genfive Technology,BD,apnic,0,STUB: VULNERABLE,False,,150748,
146502,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146503,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146504,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146505,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146506,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146507,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146508,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146509,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146510,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
133327,Flextronics International Ltd.,SG,apnic,0,STUB: VULNERABLE,False,,9304;3491;58807,
146515,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146511,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146512,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146513,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146514,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146516,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146517,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146518,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146519,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146520,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146521,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146522,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146527,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146523,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146524,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146530,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146531,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146525,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146526,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146528,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146529,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146532,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146533,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146534,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146535,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146536,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146537,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146538,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146539,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146544,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146545,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146546,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146547,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146540,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146541,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146542,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146543,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146548,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146549,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146550,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146551,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146556,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146552,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146553,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146559,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146554,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146555,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146557,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146558,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146560,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146561,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146562,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146563,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146564,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146565,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146566,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146567,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146568,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146569,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146570,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146571,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146572,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146573,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146578,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146579,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146574,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146575,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146576,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146577,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146580,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146581,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146582,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146583,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146584,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146585,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146586,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146587,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146592,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146593,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146594,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146595,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146588,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146589,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146590,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146591,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146596,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146597,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146602,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146603,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146598,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146599,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146600,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146601,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146604,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146609,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146610,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146611,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146605,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146606,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146607,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146608,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146612,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146613,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146614,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146615,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146616,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146617,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146618,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146623,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146624,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146625,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146626,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146627,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146619,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146620,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146621,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146622,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146628,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146629,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146630,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146631,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146636,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146632,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146633,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146639,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146634,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146641,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146642,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146643,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146635,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146637,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146638,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146640,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146644,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146645,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146646,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146651,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146647,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146653,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146648,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146649,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146650,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146652,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146658,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146659,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146654,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146655,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146656,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146657,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146660,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146661,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146662,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146663,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146664,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146669,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146665,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146666,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146667,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146668,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146670,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146671,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146672,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146673,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146674,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146675,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146676,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146677,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146678,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146679,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146680,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146681,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146682,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146683,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146684,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146685,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146686,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146687,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146688,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146689,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146690,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146691,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146692,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146693,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146694,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146695,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146696,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146697,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146698,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146699,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146700,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146701,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146702,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146707,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146703,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146704,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146705,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146706,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146708,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146709,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146710,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146711,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
146712,China Education and Research Network (CERNET),CN,apnic,0,STUB: VULNERABLE,False,,38255,
